"","cpg","t","p.value","conf.int_0.025","conf.int_0.975","delta_M","UCSC_RefGene_Name","Regulatory_Feature_Group","Relation_to_Island"
"3941","cg04811932",3.01689540578404,0.0194715047345933,0.0484976091289821,0.400126289789704,0.224311949459343,"SMYD4","","S_Shore"
"3942","cg04814395",-3.56978800141266,0.00909950029702485,-0.220770602658948,-0.0448342171064548,-0.132802409882702,"NA","","OpenSea"
"3943","cg04816983",3.95880158427009,0.00547004718702014,0.133442846592168,0.529311216798491,0.331377031695329,"MACROD1","","OpenSea"
"3944","cg04826368",-2.5188265082713,0.0398788921367321,-0.376423038727006,-0.0118861200597228,-0.194154579393365,"NA","Unclassified","OpenSea"
"3945","cg04827020",-2.5112462429329,0.0403233575088244,-0.542052093321695,-0.0163000140020405,-0.279176053661868,"THBS1","","S_Shelf"
"3946","cg04828062",-2.97538388586645,0.0206495149470362,-0.415303252870854,-0.047500014289632,-0.231401633580243,"LCP1","Gene_Associated","OpenSea"
"3947","cg04828147",-2.86609476464681,0.0241263499261601,-0.525309336888314,-0.0503615548576783,-0.287835445872996,"NA","","OpenSea"
"3948","cg04828284",2.48638762151623,0.0418171401044937,0.0111917917558523,0.445877234862494,0.228534513309173,"MTMR14","Promoter_Associated","Island"
"3949","cg04828746",-3.00357656944303,0.0198415035197109,-0.816575118840273,-0.0971931904703151,-0.456884154655294,"PSMC3IP","Promoter_Associated","Island"
"3950","cg04828797",3.76705129231216,0.00700990965044024,0.0816779299251654,0.357111315496329,0.219394622710747,"ECT2","Promoter_Associated","Island"
"3951","cg04829994",-3.78384446460755,0.00685776604804447,-0.360358823428343,-0.083179820822733,-0.221769322125538,"C22orf9","Promoter_Associated","Island"
"3952","cg04832325",-2.48937130981066,0.0416348731665538,-0.258203217120622,-0.00663578928961297,-0.132419503205117,"KIRREL3","","OpenSea"
"3953","cg04832450",-2.71711306492413,0.0298900518570635,-0.445654158649884,-0.0309122836845781,-0.238283221167231,"ATP2C2","","OpenSea"
"3954","cg04833853",2.53640444290401,0.0388675877722135,0.0251649682175511,0.71797702860199,0.371570998409771,"NA","","S_Shore"
"3955","cg04833908",-2.42409287692457,0.0458160603147575,-0.309747629435615,-0.00384659716328214,-0.156797113299449,"C20orf203","Unclassified","OpenSea"
"3956","cg04836042",2.86012211435195,0.0243333477569515,0.022487634440252,0.237119461355793,0.129803547898023,"NA","","OpenSea"
"3957","cg04836362",2.81494054489636,0.025961110528444,0.0541171925670547,0.622459168529749,0.338288180548402,"GTF2IRD1","","OpenSea"
"3958","cg04838249",-3.49134260563783,0.0101103347841279,-0.382379513824867,-0.0735717989771973,-0.227975656401032,"NA","","Island"
"3959","cg04839849",-3.6253681300243,0.00844968254674548,-0.805532628583208,-0.169544511188336,-0.487538569885772,"SAMD11","","Island"
"3960","cg04839975",2.88114496396132,0.0236129335705212,0.0472792813182137,0.480166995308501,0.263723138313357,"NA","","OpenSea"
"3961","cg04840478",2.88841422376128,0.0233690912365753,0.0275386122093885,0.276182052311682,0.151860332260535,"IPO11","","OpenSea"
"3962","cg04842631",-2.8642321074953,0.0241907053600816,-0.294320807879549,-0.0281218258207885,-0.161221316850169,"CDH10","","OpenSea"
"3963","cg04842790",2.60573235079423,0.0351308221790465,0.0118685404379389,0.244665685316192,0.128267112877066,"NA","","OpenSea"
"3964","cg04843855",3.15528089642508,0.0160334856838216,0.0278203300967224,0.194225374976804,0.111022852536763,"HAUS8","","OpenSea"
"3965","cg04844344",2.51037246962724,0.0403749185567104,0.0088156923924158,0.294867903620954,0.151841798006685,"EXOSC10","","OpenSea"
"3966","cg04845625",2.66665238958961,0.0321553840696086,0.01597367291533,0.266094304808222,0.141033988861776,"LGR6","","OpenSea"
"3967","cg04845869",2.57729182540242,0.0366165609587827,0.00741607003514034,0.172332787167584,0.089874428601362,"GNAL","","N_Shore"
"3968","cg04846343",2.45015455319253,0.0440972687172313,0.00319259384013509,0.179721488949074,0.0914570413946046,"SLC46A2","Unclassified","N_Shelf"
"3969","cg04846491",-2.78253473049804,0.0271988578306924,-0.671099951515506,-0.0544882532494102,-0.362794102382458,"CCDC171","Unclassified","OpenSea"
"3970","cg04851314",-2.54748522975946,0.0382437421087325,-0.523545133756939,-0.0194897885799646,-0.271517461168452,"KIF2B","","OpenSea"
"3971","cg04851662",-2.88251534419309,0.0235667606539787,-0.735919220222475,-0.0726350046666718,-0.404277112444573,"HYDIN","","OpenSea"
"3972","cg04851935",2.74079101733796,0.028885185095501,0.0268505862806567,0.364421861951167,0.195636224115912,"PLA2G7","","Island"
"3973","cg04853831",-2.59330822533612,0.035772011992605,-0.287499626691526,-0.0132608819074257,-0.150380254299476,"NA","","OpenSea"
"3974","cg04854579",-2.48471346057275,0.0419197708832642,-0.621254613797036,-0.0153847761435287,-0.318319694970282,"TGIF1","","Island"
"3975","cg04855657",3.04467626083307,0.018723112675005,0.0335375547191652,0.266765937697261,0.150151746208213,"RAB6B","","OpenSea"
"3976","cg04856519",-2.55121760650381,0.0380359504526617,-0.362284318027408,-0.0137514281955692,-0.188017873111489,"WHSC1L1","","OpenSea"
"3977","cg04856841",2.70962067925721,0.0302155829627343,0.0161563535727894,0.23762940321657,0.12689287839468,"CCT3","Promoter_Associated","Island"
"3978","cg04863568",2.5766596714767,0.0366503158117845,0.0100463930116289,0.234121640150387,0.122084016581008,"RABEP2","Promoter_Associated","Island"
"3979","cg04864378",2.56505909986535,0.0372755067942707,0.0171621806669065,0.422102828113581,0.219632504390244,"NA","Unclassified","N_Shore"
"3980","cg04864586",-3.27240340343347,0.013629068498811,-0.177920190100029,-0.0286520218009443,-0.103286105950486,"EIF4E","","S_Shelf"
"3981","cg04864838",3.01143808331131,0.0196222168333511,0.0152317283256303,0.126600138913769,0.0709159336196998,"WBSCR27","","S_Shore"
"3982","cg04869838",2.51660894648762,0.0400083918392,0.0272564398586009,0.875384453621098,0.451320446739849,"NA","","OpenSea"
"3983","cg04869949",3.0604860442106,0.0183109059283829,0.0417883797955566,0.325792523571312,0.183790451683434,"ANKRD44","","OpenSea"
"3984","cg04870618",-2.98854482390754,0.0202680620372696,-0.31398364625638,-0.0365953052307517,-0.175289475743566,"SETBP1","","N_Shore"
"3985","cg04870961",2.94554339728101,0.021542846624847,0.0408996822797114,0.373862991610715,0.207381336945213,"NA","","OpenSea"
"3986","cg04872848",-4.70822572133154,0.00218739714681989,-0.314845667802003,-0.104324674300503,-0.209585171051253,"FLVCR2","Promoter_Associated","S_Shore"
"3987","cg04873188",-2.6908593320542,0.0310470890233167,-0.718338775749573,-0.0463550725519638,-0.382346924150768,"MXD1","","S_Shore"
"3988","cg04874580",3.01791116598557,0.0194435888442335,0.0387255779049421,0.319066232687793,0.178895905296368,"RBPMS","","OpenSea"
"3989","cg04875382",-3.94483151365455,0.00556875475196242,-0.212738156111595,-0.0532804082812987,-0.133009282196447,"MYB","","N_Shore"
"3990","cg04875987",2.44697086865408,0.0443036342377889,0.00299874962850852,0.175219937312461,0.0891093434704847,"STRA13","Promoter_Associated","Island"
"3991","cg04879308",-2.37470619828577,0.0492640818669546,-0.334137083950061,-0.00071080763499415,-0.167423945792527,"AHRR","","N_Shelf"
"3992","cg04879645",3.03394168708887,0.0190086066894429,0.0370297122648887,0.298673443646725,0.167851577955807,"LMF1","","S_Shore"
"3993","cg04880609",3.82849536129779,0.00647043427216618,0.0690653755191572,0.292191114957887,0.180628245238522,"SH3D19","","OpenSea"
"3994","cg04880804",2.96359501172569,0.0209976595350009,0.0388372913338925,0.345481979411552,0.192159635372722,"PRSS27","","N_Shelf"
"3995","cg04882894",-2.38196293767382,0.0487412455442483,-0.87329768112828,-0.00319004660498479,-0.438243863866633,"IGSF1","","OpenSea"
"3996","cg04885581",-2.67045474564605,0.0319786000943442,-0.476789082873503,-0.0289601495536354,-0.252874616213569,"FRMD6","","N_Shelf"
"3997","cg04885642",2.53110517919876,0.0391696462716506,0.01636250319181,0.481174568099244,0.248768535645527,"NA","","OpenSea"
"3998","cg04886248",-4.53681105536111,0.00267785922112954,-0.340382088620578,-0.107133291591639,-0.223757690106108,"NA","","OpenSea"
"3999","cg04889827",2.65176208905715,0.0328575483505133,0.00989475416495435,0.172864398769198,0.0913795764670761,"UBOX5-AS1","","OpenSea"
"4000","cg04890237",2.44697139285223,0.0443036001778357,0.00323428905944424,0.188981559205172,0.096107924132308,"MMEL1","","N_Shore"
"4001","cg04891600",2.82262619082429,0.0256763304031519,0.0441970405628757,0.500568007633296,0.272382524098086,"CARD16","","OpenSea"
"4002","cg04891843",3.1064742361472,0.0171657995993532,0.0448232087144397,0.330568436367254,0.187695822540847,"ERCC2","Gene_Associated_Cell_type_specific","N_Shore"
"4003","cg04892497",2.50914384142116,0.0404475346250917,0.0103001577197483,0.347361766713685,0.178830962216717,"DAB2IP","Unclassified","OpenSea"
"4004","cg04893281",2.98868219714211,0.020264120053657,0.022823988974673,0.195789202325466,0.10930659565007,"ENTPD1-AS1","","OpenSea"
"4005","cg04893758",-3.62792472856729,0.00842102659917875,-0.332804781714115,-0.0701591995110583,-0.201481990612587,"INTS3","Gene_Associated","OpenSea"
"4006","cg04894116",-2.50293451338893,0.0408165944040471,-0.392009742435917,-0.0111388424302169,-0.201574292433067,"C7orf50","Unclassified_Cell_type_specific","N_Shore"
"4007","cg04894473",-3.00363777740271,0.0198397861985256,-0.513350784956511,-0.0611069454696004,-0.287228865213056,"HPSE2","","OpenSea"
"4008","cg04895904",-2.59571019667352,0.0356471091990512,-0.259700928931049,-0.0120986266604164,-0.135899777795733,"ENO4","","Island"
"4009","cg04896875",-2.58401410206592,0.0362596022614727,-0.402369179193657,-0.0178383845715926,-0.210103781882625,"NA","","OpenSea"
"4010","cg04898289",-2.8571173536144,0.0244381922809201,-0.453892754505638,-0.0428092899941091,-0.248351022249874,"LIFR","","OpenSea"
"4011","cg04898310",-7.06541347013954,0.000199650823675814,-0.414195287113022,-0.206472635368854,-0.310333961240938,"NA","","OpenSea"
"4012","cg04899990",2.49730557703833,0.0411541603736775,0.0115534325824072,0.423360094624157,0.217456763603282,"NECAB2","","N_Shelf"
"4013","cg04900522",2.48485132338023,0.0419113097059369,0.00485458917432668,0.195814563869994,0.10033457652216,"SNAPC4","","N_Shore"
"4014","cg04901272",-4.0833554564681,0.00466989000116581,-0.372057032201047,-0.0991730836928376,-0.235615057946942,"PPP1R16A","","N_Shore"
"4015","cg04903829",2.45923473446928,0.0435141056255323,0.00922692816524498,0.470448929023744,0.239837928594494,"TBL3","Unclassified_Cell_type_specific","N_Shore"
"4016","cg04905636",2.84641661240107,0.0248154521090244,0.0231470152911664,0.250356901382579,0.136751958336872,"FAM168A","","OpenSea"
"4017","cg04905791",2.51676298693449,0.0399993822659934,0.0114875823998636,0.36858028300472,0.190033932702292,"NA","","OpenSea"
"4018","cg04907917",3.29025376061781,0.0132978874978916,0.0571417036404452,0.349091467316078,0.203116585478261,"LARS2-AS1","","OpenSea"
"4019","cg04908308",-2.53662325450681,0.03885516739396,-0.403226625670766,-0.0141503928290597,-0.208688509249913,"FOXD3","","Island"
"4020","cg04908669",-3.81740093738274,0.00656439950803706,-0.413880092883334,-0.0972618731359667,-0.25557098300965,"NA","","OpenSea"
"4021","cg04910834",3.2133382204998,0.0147894168069424,0.0380515848749598,0.250084622395822,0.144068103635391,"NA","Unclassified_Cell_type_specific","OpenSea"
"4022","cg04911325",2.58037261746221,0.0364525179946165,0.0189532946510215,0.434413407164818,0.22668335090792,"SMARCB1","","OpenSea"
"4023","cg04911969",2.7604126203056,0.028079277650313,0.0528164798232804,0.683917032272869,0.368366756048075,"NA","","OpenSea"
"4024","cg04916200",3.27394214324561,0.0136001746556378,0.0503211776583834,0.312035322188055,0.181178249923219,"RIC8B","Promoter_Associated","Island"
"4025","cg04916289",3.0558612547463,0.0184304800844886,0.0434917658346585,0.341050153965071,0.192270959899865,"MAGOH","Unclassified","Island"
"4026","cg04916345",2.74030898255677,0.0289052856682614,0.0280159039493152,0.38068973095771,0.204352817453513,"NA","","OpenSea"
"4027","cg04918548",-2.91245679199663,0.0225813510535126,-0.421445952692112,-0.0437518023693636,-0.232598877530738,"NA","","OpenSea"
"4028","cg04919314",2.69387260173823,0.03091194580658,0.0154210662977929,0.236925759257211,0.126173412777502,"MTR","","OpenSea"
"4029","cg04922908",-2.72208183260833,0.02967619152667,-0.42775918829351,-0.0300598780769907,-0.22890953318525,"ATXN7L2","Promoter_Associated","N_Shore"
"4030","cg04923779",3.02875136159787,0.0191483021336883,0.0547711858099247,0.444796746590454,0.249783966200189,"MEGF11","","OpenSea"
"4031","cg04924454",-3.61678685278142,0.00854664187410777,-0.603694107403818,-0.126378737501626,-0.365036422452722,"NA","","N_Shelf"
"4032","cg04927695",2.70458059756273,0.0304366488994622,0.0405636217727912,0.604857978465626,0.322710800119209,"KCNT1","","N_Shore"
"4033","cg04928930",2.79592652448784,0.026680004772076,0.0332880265103637,0.398292709864871,0.215790368187617,"TMEM55B","","N_Shelf"
"4034","cg04929022",2.80495164739408,0.0263362044104737,0.0399002431096235,0.468440839952433,0.254170541531028,"VGLL1","","OpenSea"
"4035","cg04929342",4.33258716568769,0.00342698525045043,0.0653420385150013,0.222366713944053,0.143854376229527,"NA","","OpenSea"
"4036","cg04929873",-2.75966918711459,0.028109378869327,-0.648027102399219,-0.0499580728437476,-0.348992587621483,"PKIA-AS1","","OpenSea"
"4037","cg04931690",-2.67144380203448,0.0319327819315685,-0.570712632554447,-0.034770338980156,-0.302741485767301,"SLX4IP","Promoter_Associated","Island"
"4038","cg04933168",-2.47963682294644,0.0422325727676271,-0.332476655410164,-0.00789366932652865,-0.170185162368346,"CACNG2","","Island"
"4039","cg04937080",4.00810339247252,0.00513668003128042,0.0572042134955836,0.221814115940152,0.139509164717868,"DAB1","","Island"
"4040","cg04937402",-3.60694204980101,0.00865936445792909,-0.255895287247726,-0.0532361618008422,-0.154565724524284,"PPP1R3E","Promoter_Associated","N_Shore"
"4041","cg04938317",3.3383166217492,0.0124483438798886,0.0384335884602595,0.225106501044071,0.131770044752165,"TNXB","Unclassified","OpenSea"
"4042","cg04939350",-2.53554638612918,0.0389163331839735,-0.469233802742776,-0.0163672755687363,-0.242800539155756,"CRCT1","","N_Shore"
"4043","cg04940582",2.41037164853692,0.0467484688477304,0.00824496842232008,0.860588646417412,0.434416807419866,"CYP26B1","","OpenSea"
"4044","cg04941227",3.48864323525726,0.0101472102079799,0.0377565257462201,0.196615046345816,0.117185786046018,"C1orf167","","OpenSea"
"4045","cg04942901",2.86432508866064,0.0241874885436086,0.0378294641206566,0.395853552330525,0.216841508225591,"NA","","N_Shore"
"4046","cg04944654",-5.69012976729379,0.000742896449675063,-0.124725444693988,-0.0514944532515289,-0.0881099489727587,"NA","","OpenSea"
"4047","cg04945668",2.53438256173634,0.0389825500120275,0.0189313838258931,0.546335423994085,0.282633403909989,"F2","","OpenSea"
"4048","cg04947065",-2.37456460828564,0.0492743400308756,-0.31762802621197,-0.000666218622964322,-0.159147122417467,"RNASEH1","Unclassified","Island"
"4049","cg04948346",2.94797335638603,0.0214685937546253,0.0224571262812818,0.204518485386725,0.113487805834003,"SCIN","","S_Shore"
"4050","cg04949206",-3.37753201941599,0.0117983624271747,-0.391982871516428,-0.0691451915750253,-0.230564031545727,"HOXD11","Unclassified_Cell_type_specific","Island"
"4051","cg04949502",-2.55547984808545,0.0378000884416138,-0.452992096311879,-0.0175720015260899,-0.235282048918985,"NA","","OpenSea"
"4052","cg04950148",4.05137977492523,0.0048623091823432,0.0458422912539308,0.174372824752305,0.110107558003118,"DNAJB13","Unclassified_Cell_type_specific","OpenSea"
"4053","cg04950931",-3.1506646304923,0.016137091574771,-0.604974685997336,-0.0862211466294375,-0.345597916313387,"TSPAN8","","OpenSea"
"4054","cg04951476",3.82738347711428,0.00647978511795346,0.122892093108794,0.520214658058541,0.321553375583668,"FAM50B","","N_Shore"
"4055","cg04953061",2.82439031720414,0.0256114280088433,0.0171362377572981,0.193403110903259,0.105269674330279,"DDHD1","","S_Shore"
"4056","cg04953238",-4.54274170456134,0.00265899068860951,-0.247299825298415,-0.0779816892600925,-0.162640757279254,"FMNL2","","S_Shelf"
"4057","cg04953612",-2.68473467886531,0.0313236802869417,-0.639338678214516,-0.0405316754609351,-0.339935176837726,"NA","","N_Shore"
"4058","cg04955485",-3.64284919487937,0.00825583168544057,-0.282860352092383,-0.0601848948202396,-0.171522623456311,"NA","","OpenSea"
"4059","cg04955808",2.39325281894499,0.0479390856076717,0.00167727354967629,0.278751684107955,0.140214478828816,"HSF5","","S_Shore"
"4060","cg04956565",-2.43096118133569,0.0453565197025349,-0.558380960089368,-0.00772403683289252,-0.28305249846113,"NA","","OpenSea"
"4061","cg04957214",-3.04413758626947,0.0187373300333641,-0.377443397527873,-0.0474189526908869,-0.21243117510938,"SNCA","Unclassified_Cell_type_specific","Island"
"4062","cg04957903",-2.71592013864355,0.0299416360099523,-0.396176951189585,-0.0273937835804914,-0.211785367385038,"VPS41","","OpenSea"
"4063","cg04958076",-2.76276958538777,0.027984068526516,-0.222600631340255,-0.0172850780505153,-0.119942854695385,"NA","","S_Shore"
"4064","cg04958658",2.51532654599543,0.0400834787393707,0.0150367977755993,0.486912515758759,0.250974656767179,"C20orf117","","N_Shore"
"4065","cg04959182",-2.37849668489399,0.0489902719620503,-0.893729872078905,-0.00261393462358036,-0.448171903351243,"CHMP3","","OpenSea"
"4066","cg04959297",2.44787380373879,0.0442450056046977,0.00564164454934797,0.326132726515949,0.165887185532648,"ROM1","Unclassified_Cell_type_specific","S_Shore"
"4067","cg04960007",-2.59622545879154,0.0356203745318902,-0.212339713964587,-0.00991324812511356,-0.11112648104485,"NA","","OpenSea"
"4068","cg04960492",3.0714662599384,0.0180303034269352,0.0534364564193221,0.410962294658766,0.232199375539044,"NA","","OpenSea"
"4069","cg04961567",2.71596355161977,0.0299397571282032,0.0197481689920436,0.28557097514867,0.152659572070357,"F13A1","","OpenSea"
"4070","cg04964702",-3.13243059261359,0.0165533657635077,-0.382041578536454,-0.0533620192716553,-0.217701798904055,"CBL","Promoter_Associated","N_Shore"
"4071","cg04965050",-2.4728370445208,0.0426553187940847,-0.955473221004671,-0.0213736957225701,-0.488423458363621,"SCUBE1","Unclassified","Island"
"4072","cg04965866",2.54717509032859,0.0382610612062248,0.0125164929857283,0.336774689375363,0.174645591180545,"GPC5","","OpenSea"
"4073","cg04966512",-2.94100819258142,0.0216821576077964,-0.388232328141166,-0.0421760990169813,-0.215204213579074,"NA","","OpenSea"
"4074","cg04967687",-2.86813912287272,0.0240559242922773,-0.267230753510836,-0.0257138817154698,-0.146472317613153,"CSNK2A1","Unclassified","S_Shore"
"4075","cg04967737",2.39484444461729,0.0478270901960241,0.00214817820827814,0.338323018912881,0.17023559856058,"SMOC2","","S_Shore"
"4076","cg04968426",3.21659659692063,0.0147227241844277,0.0488059224843269,0.319724734722034,0.18426532860318,"PPP1R14D","","OpenSea"
"4077","cg04968944",3.01116992535351,0.0196296542455543,0.0432185881837502,0.3593469790659,0.201282783624825,"CD164","","OpenSea"
"4078","cg04969764",2.65858212053093,0.0325339816632129,0.0262002099877846,0.447714028670257,0.236957119329021,"LAMA5","","Island"
"4079","cg04970516",3.27912300271916,0.0135033722423998,0.0646216939955589,0.398807005047535,0.231714349521547,"SOX13","Unclassified_Cell_type_specific","OpenSea"
"4080","cg04971743",3.39246478298114,0.0115605339725703,0.0496106366583342,0.277876619555112,0.163743628106723,"NA","","OpenSea"
"4081","cg04972459",-2.59317668826622,0.0357788650415707,-0.895137389754144,-0.0412654388644395,-0.468201414309292,"NA","Unclassified_Cell_type_specific","OpenSea"
"4082","cg04972947",-3.65296567885926,0.00814585408137963,-0.411102032169482,-0.0880152660780578,-0.24955864912377,"NA","","OpenSea"
"4083","cg04974231",2.81414838908339,0.0259906508525509,0.0174691350513157,0.201254329000125,0.10936173202572,"TSC22D4","Promoter_Associated","N_Shore"
"4084","cg04974751",2.45807337699167,0.0435882478440599,0.00769791114930433,0.397271752799583,0.202484831974443,"SPPL3","","OpenSea"
"4085","cg04975653",-3.42281502342118,0.0110929067014517,-0.52838988843909,-0.0966122109112469,-0.312501049675169,"NA","Unclassified","S_Shore"
"4086","cg04977922",-2.5257661764057,0.039476424663053,-0.330020500062939,-0.0108744157324118,-0.170447457897676,"UHRF1","","N_Shore"
"4087","cg04981300",3.06283133553773,0.0182505837202524,0.0192203890992892,0.149408120602776,0.0843142548510328,"LOC100996437","","OpenSea"
"4088","cg04981885",-2.68571071361413,0.0312794305400397,-0.441386371974651,-0.0280621363806852,-0.234724254177668,"F11R","Promoter_Associated","Island"
"4089","cg04983148",2.52896545891242,0.0392922973581127,0.00906288212527877,0.269865528184465,0.139464205154872,"NA","","OpenSea"
"4090","cg04983296",-3.05686718508277,0.018404401251072,-0.463805570069822,-0.0592209970529815,-0.261513283561402,"PAQR3","Promoter_Associated","S_Shore"
"4091","cg04983431",3.91443804622251,0.00579028856229637,0.0459912372140151,0.186333251530643,0.116162244372329,"MEGF10","","OpenSea"
"4092","cg04986319",-3.36754848350855,0.0119602987338144,-0.387311883722671,-0.0677656608489386,-0.227538772285805,"C11orf83","Promoter_Associated","Island"
"4093","cg04986970",-3.1250882296366,0.0167242090846811,-0.192428707959206,-0.0266562413322817,-0.109542474645744,"LOC100130298","","OpenSea"
"4094","cg04988206",-2.63179001815423,0.0338245134716787,-0.216635425566805,-0.0115838211988078,-0.114109623382806,"CT62","Unclassified","Island"
"4095","cg04989128",-2.54316743632996,0.0384855918471822,-0.604356033465988,-0.0219861921188867,-0.313171112792437,"PNRC2","Promoter_Associated","N_Shore"
"4096","cg04989440",2.80790161446707,0.0262248409953712,0.0364891403658983,0.425785384457865,0.231137262411882,"NA","","Island"
"4097","cg04990605",2.73270458003868,0.0292243297696698,0.0273044101398222,0.378122779948737,0.20271359504428,"PNPLA7","","N_Shore"
"4098","cg04993975",-3.10831404857298,0.0171216044421804,-0.27116488715967,-0.0368472196870599,-0.154006053423365,"LHX1","","Island"
"4099","cg04994202",2.63624326447852,0.0336063693595293,0.0176483070568175,0.324928820469644,0.171288563763231,"ZFHX3","","OpenSea"
"4100","cg04995976",2.66664540661524,0.032155709666695,0.00639901399489871,0.106599039238125,0.0564990266165118,"RHBDF1","Unclassified_Cell_type_specific","S_Shore"
"4101","cg04996020",2.73710664601656,0.0290391935912477,0.0297503038906407,0.407477096486523,0.218613700188582,"SLC26A3","","OpenSea"
"4102","cg04996219",-2.53486407573979,0.0389551397247056,-0.245836262966012,-0.008541937316764,-0.127189100141388,"CTNND2","","Island"
"4103","cg04996388",-2.99396525174944,0.020113135443678,-0.80884085005308,-0.0949945333977298,-0.451917691725405,"MYADML2","","OpenSea"
"4104","cg04998282",-2.7490571146515,0.0285427618068252,-0.531048262086784,-0.0399227854054418,-0.285485523746113,"NOL11","Promoter_Associated","Island"
"4105","cg04999270",-3.13823945905585,0.0164195226739567,-0.559454752580128,-0.078650449518849,-0.319052601049489,"PRDM2","Promoter_Associated","Island"
"4106","cg05000073",-3.29344927699904,0.0132395165213606,-0.294861338013899,-0.0484042118555225,-0.171632774934711,"PABPC1L","","OpenSea"
"4107","cg05002065",2.90136351628033,0.0229412744075088,0.0410595483234161,0.402838199943083,0.221948874133249,"NA","","OpenSea"
"4108","cg05002336",-2.89530205712219,0.023140493759444,-0.235880837618038,-0.0237981899225808,-0.12983951377031,"CD81","","N_Shore"
"4109","cg05005968",2.48395135450272,0.0419665760714023,0.0135732799449968,0.551518242135535,0.282545761040266,"DIP2C","","OpenSea"
"4110","cg05008415",-2.39215486983309,0.0480164996973523,-0.44759664239202,-0.00259053699420984,-0.225093589693115,"NA","","OpenSea"
"4111","cg05008898",3.43925488931957,0.0108481468194042,0.0457000682545723,0.246817523686141,0.146258795970357,"COL23A1","","S_Shore"
"4112","cg05009512",3.36892198862648,0.0119378789241504,0.0751479267828459,0.429020296648942,0.252084111715894,"FAM100B","","Island"
"4113","cg05013036",-2.40171989576495,0.047346365799099,-0.683567538258828,-0.00532008965004072,-0.344443813954435,"NA","Unclassified","Island"
"4114","cg05013218",2.58981286908589,0.0359545829604584,0.0173503704887399,0.381730304861319,0.199540337675029,"CTNNA2","","OpenSea"
"4115","cg05013696",-3.09348077030511,0.0174814027645575,-0.468355155223783,-0.0625425319937652,-0.265448843608774,"OR4A16","","OpenSea"
"4116","cg05013990",-2.58959061978539,0.0359662242308804,-0.406508072044371,-0.0184591599240349,-0.212483615984203,"WNK1","","OpenSea"
"4117","cg05015352",2.50786575358625,0.0405232169988641,0.00344194502983764,0.117080891521398,0.0602614182756176,"CCDC162P","","OpenSea"
"4118","cg05017168",3.06337915178295,0.0182365240416143,0.0605221745927153,0.470142777645713,0.265332476119214,"JAKMIP3","","N_Shore"
"4119","cg05017994",3.54947395650795,0.00935033223367666,0.0898877744230334,0.448668825624162,0.269278300023598,"NA","Unclassified_Cell_type_specific","OpenSea"
"4120","cg05021304",-2.83395022720848,0.0252627063060507,-0.255792576454526,-0.0230928884426514,-0.139442732448589,"PDSS1","","OpenSea"
"4121","cg05023809",2.55259776712839,0.0379594093929349,0.0106100407723403,0.27754934495226,0.1440796928623,"LINC00297","","OpenSea"
"4122","cg05026884",-2.91250310576204,0.0225798609564743,-1.00768224362853,-0.104619001138271,-0.556150622383401,"BCOR","","Island"
"4123","cg05029638",2.38443527054352,0.0485644167391783,0.00211844853776654,0.507830426362775,0.254974437450271,"RABEP2","Promoter_Associated","Island"
"4124","cg05030351",2.46004034279496,0.0434627510018613,0.00461311136867877,0.233259556223825,0.118936333796252,"ATP6V0A4","","OpenSea"
"4125","cg05032150",3.91324045652868,0.00579921235628458,0.145446834200267,0.589620297413615,0.367533565806941,"ACSF3","","Island"
"4126","cg05033128",-2.55129884645237,0.0380314406187271,-0.375282979612909,-0.0142507921258568,-0.194766885869383,"NA","","OpenSea"
"4127","cg05034124",3.31294567194587,0.0128892869206106,0.0604148696529961,0.361701886633172,0.211058378143084,"KIF26B","","OpenSea"
"4128","cg05034654",3.00780639771655,0.0197231967580648,0.0279021291305463,0.233063455858255,0.1304827924944,"APRT","","N_Shore"
"4129","cg05037158",-2.50648451028149,0.0406051721090932,-0.57884769709329,-0.0168576576843711,-0.29785267738883,"DLGAP1-AS4","","OpenSea"
"4130","cg05037806",-2.42332719876868,0.0458675850216687,-1.02097184536504,-0.0125176825470972,-0.51674476395607,"TSNARE1","","Island"
"4131","cg05038121",2.92818143304781,0.0220813478990415,0.054122319971571,0.508304981708993,0.281213650840282,"FAH","Promoter_Associated","OpenSea"
"4132","cg05038243",2.41932480238043,0.0461378870257563,0.00305157662119529,0.266881903013522,0.134966739817358,"ADORA3","","OpenSea"
"4133","cg05038866",2.64888596956231,0.0329950050653175,0.0128640226830503,0.226882148139125,0.119873085411088,"TBC1D22A","","N_Shore"
"4134","cg05038920",4.05562592827435,0.00483626475645824,0.0582100573030475,0.22100695464913,0.139608505976089,"LOC101927854","","OpenSea"
"4135","cg05039080",-2.43690262543492,0.0449628104857281,-0.463871822561182,-0.00698275816518253,-0.235427290363182,"NA","","Island"
"4136","cg05039163",-3.27417862452914,0.0135957399278248,-0.350539242902948,-0.0565429415201433,-0.203541092211546,"NA","","OpenSea"
"4137","cg05040724",2.45189675413096,0.0439847583102981,0.00647472973342204,0.357336742506843,0.181905736120132,"SNORD116-4","","OpenSea"
"4138","cg05045228",2.57518779175184,0.0367290342156075,0.013878381556071,0.325586263894615,0.169732322725343,"MIR646HG","Promoter_Associated","OpenSea"
"4139","cg05046666",3.45857477798589,0.0105679235634389,0.0507341812542558,0.270062702031268,0.160398441642762,"SPATA20","","S_Shore"
